Method ID,Method Name,Method Context 
952.24,"Microchemical Determination of Br, Cl, or I",AOAC
974.36,"Microchemical Determination of Br, Cl, or I",AOAC
961.16,Microchemical Determination of Fluorine,AOAC
960.52,Microchemical Determination of Nitrogen,AOAC
963.29,Microchemical Determination of Oxygen,AOAC
957.18,Microchemical Determination of Phosphorus,AOAC
952.25,Microchemical Determination of Sulfur,AOAC
955.48,Microchemical Determination of Sulfur,AOAC
975.53,Microchemical Determination of Sulfur,AOAC
976.29,Microchemical Determination of Sulfur,AOAC
410.1,Mid-Level Chemical Oxygen Demand,USEPA
5026,Mineral Oil Mist by Infrared Spec.,NIOSH
E-SPEC(CMPX),Minor Elements by Complexing,USDOI/USGS
E-SPEC(PRCP),Minor Elements by Precipitation,USDOI/USGS
E-SPEC(IR),Minor Elements by Residue-IR,USDOI/USGS
E-SPEC(UV),Minor Elements by Residue-UV,USDOI/USGS
920.202,"Mn, I, Br, As and Boric Acid in Water",AOAC
4,Moisture Content in Stack Gases,USEPA
D2974(A),"Moisture, Ash, and Organic Matter of Peat and Other Organic Soils",ASTM
D3372,Molybdenum by Chelation and FLAA,ASTM
I1490,Molybdenum by Chelation and FLAA,USDOI/USGS
I3490,Molybdenum by Chelation and FLAA,USDOI/USGS
I5490,Molybdenum by Chelation and FLAA,USDOI/USGS
I7490,Molybdenum by Chelation and FLAA,USDOI/USGS
246.1,Molybdenum by FLAA,USEPA
7480,Molybdenum by FLAA,USEPA
246.2,Molybdenum by GFAA,USEPA
7481,Molybdenum by GFAA,USEPA
3500-MO(B),Molybdenum in Water by FLAA,APHA
3500-MO(C),Molybdenum in Water by ICP,APHA
115,Monitoring for Radon-222,USEPA
PMD-MOK(GC),Monocrotophos by GC/FID,USEPA
PMD-MOK(IR),Monocrotophos by IR Spectroscopy,USEPA
949.09,Monofluoroacetic Acid Pesticide Residues,AOAC
949.1,Monofluoroacetic Acid Pesticide Residues,AOAC
5521,Monomeric Isocyanates by HPLC/UV,NIOSH
3511,Monomethylaniline by GC/FID,NIOSH
3510,Monomethylhydrazine by Visible Spec.,NIOSH
PMD-MON(TITR),Monuron by Hydrolysis and Titration,USEPA
PMD-MON(IR),Monuron by IR Spectroscopy,USEPA
PMD-MON(UV),Monuron by UV Spectroscopy,USEPA
992.11,Motile and Nonmotile Salmonella in Foods,AOAC
989.13,Motile Salmonella in Foods,AOAC
9221-C,Multiple-Tube Fermentation for Coliform,APHA
991.09,Munition Residues in Soil by HPLC,AOAC
PMD-MBL,Myclobutanil by GC/FID,USEPA
D3327,"N, S, Ni and V in Waterborne Oils",ASTM
300.7,"Na, NH4, Mg, K and Ca - IONCHR",IL/SWSD
D4962,NaI(Tl) Gamma-Ray Spectrometry of Water,ASTM
PMD-NAP,Naphthaleneacetic Acid by HPLC,USEPA
1550,Naphthas by GC/FID,NIOSH
970.54,Naphthyleneacetic Pesticide Residues,AOAC
PMD-NBL,Naptalam by UV Spectroscopy,USEPA
1616,n-Butyl Glycidyl Ether by GC/FID,NIOSH
2012,n-Butylamine by GC/FID,NIOSH
PMD-NEB(IR),Neburon by IR Spectroscopy,USEPA
PMD-NEB(UV),Neburon by UV Spectroscopy,USEPA
2130-B,Nephelometric Method,APHA
I3860,Nephelometric Turbidity in Water,USDOI/USGS
1664A,N-Hexane Extractable Material (HEM; Oil and Grease) and (SGT-HEM; Non-Polar Material) by Extraction and Gravimetry,USEPA
RP300,Ni-59 and Ni-63 in Aqueous Samples,USDOE/ASD
249.1,Nickel by FLAA,USEPA
249.1_M,Nickel by FLAA,USEPA
7520,Nickel by FLAA,USEPA
249.2,Nickel by GFAA,USEPA
249.2_M,Nickel by GFAA,USEPA
7521,Nickel by GFAA,USEPA
6007,Nickel Carbonyl AA Graphite Furnace,NIOSH
I5499,Nickel in Bottom Material by FLAA,USDOI/USGS
8037,Nickel in Water,HACH
D1886(B),Nickel in Water by Chelation and FLAA,ASTM
I1500,Nickel in Water by Chelation and FLAA,USDOI/USGS
I3500,Nickel in Water by Chelation and FLAA,USDOI/USGS
I7500,Nickel in Water by Chelation and FLAA,USDOI/USGS
D1886(A),Nickel in Water by FLAA,ASTM
I1499,Nickel in Water by FLAA,USDOI/USGS
I3499,Nickel in Water by FLAA,USDOI/USGS
I7499,Nickel in Water by FLAA,USDOI/USGS
3500-NI(B),Nickel in Water by FLAA or GFAA,APHA
D1886(C),Nickel in Water by GFAA,ASTM
I1501,Nickel in Water by GFAA,USDOI/USGS
3500-NI(C),Nickel in Water by ICP,APHA
10220,"Nickel, Dimethylglyoxime Method",HACH
PMD-NCS,Nicosulfuron by HPLC,USEPA
2544,Nicotine by GC/NPD,NIOSH
PMD-NIC,Nicotine by HPLC,USEPA
D5075,Nicotine in Indoor Air - GC/NPD,ASTM
IP-2A,Nicotine in Indoor Air - XAD-4,USEPA
IP-2B,Nicotine in Indoor Air-Cassette,USEPA
964.2,Nicotine Residues,AOAC
RP330,Niobium-93m and 94 in Aqueous Solutions,USDOE/ASD
353.2_M,Nitrate and Nitrite by Colorimetry,USEPA
4500-NO3(F),Nitrate in Water- Automated Cadmium Reduction,APHA
4500-NO3(H),Nitrate in Water- Automated Hydrazine Reduction,APHA
4500-NO3(C),Nitrate in Water by Ion Chromatography,APHA
9210,Nitrate in Water by ISE,USEPA
9200,Nitrate in Water by Spectrophotometry,USEPA
9200A,Nitrate in Water by Spectrophotometry,USEPA
4500-NO3(B),Nitrate in Water by Ultraviolet Spectrophotometry,APHA
4500-NO3(E),Nitrate in Water- Cadmium Reduction,APHA
4500-NO3(I),Nitrate in Water- Cadmium Reduction Flow Injection,APHA
4500-NO3(G),Nitrate in Water- Titanous Chloride Reduction,APHA
4500-NO3(D),Nitrate in Water Using an ISE,APHA
352.1,Nitrate Nitrogen by Colorimetry,USEPA
NITRO-12,Nitrate Nitrogen in Saline Water,USDOC/NOAA
NITRO-15,Nitrate plus Nitrite in Sediment,USDOC/NOAA
NITRO-9,Nitrate plus Nitrite Nitrogen,USDOC/NOAA
10206,"Nitrate, Dimethylphenol Method",HACH
NITRO-8,Nitrate-Nitrite in Water,USDOC/NOAA
353.6,Nitrate-Nitrite in Wet Deposition,IL/SWSD
353.3,Nitrate-Nitrite Nitrogen by Cd Reduction,USEPA
353.1,Nitrate-Nitrite Nitrogen by Colorimetry,USEPA
353.2,Nitrate-Nitrite Nitrogen by Colorimetry,USEPA
8171,Nitrates in Water,HACH
6014,Nitric Oxide and Nitrogen Dioxide,NIOSH
B0420,Nitrifying Bacteria- MPN Method,USDOI/USGS
D3371,Nitriles in Aqueous Solution,ASTM
8507,Nitrite in Water,HACH
4500-NO2(B),Nitrite in Water by Colorimetry,APHA
4500-NO2(C),Nitrite in Water by Ion Chromatography,APHA
354.1,Nitrite Nitrogen by Spectophotometry,USEPA
NITRO-10,Nitrite Nitrogen in Saline Water,USDOC/NOAA
NITRO-11,Nitrite Nitrogen in Seawater,USDOC/NOAA
NITRO-14,Nitrite Nitrogen in Water,USDOC/NOAA
I2545(S),Nitrite- Plus Nitrate-Nitrogen in Solids,USDOI/USGS
I2543,Nitrite- plus Nitrate-Nitrogen in Water,USDOI/USGS
I2545(W),Nitrite- Plus Nitrate-Nitrogen in Water,USDOI/USGS
10207,"Nitrite, Diazotization Method",HACH
D3867(A),Nitrite-Nitrate Automated Cd Reduction,ASTM
D3867(B),Nitrite-Nitrate by Manual Cd Reduction,ASTM
I-2540-90,Nitrite-Nitrogen in Water by Colorimetry,USDOI/USGS
I1540,Nitrite-Nitrogen in Water by Colorimetry,USDOI/USGS
I2539,Nitrite-Nitrogen in Water by Colorimetry,USDOI/USGS
8090(ECD),Nitroaromatics and Cyclic Ketones,USEPA
8090(FID),Nitroaromatics and Cyclic Ketones,USEPA
8091,Nitroaromatics and Cyclic Ketones,USEPA
609(A),Nitroaromatics and Isopherone by GC,USEPA
609(B),Nitroaromatics and Isophorone,USEPA
8330(S),Nitroaromatics and Nitramines by HPLC,USEPA
8330(W),Nitroaromatics and Nitramines by HPLC,USEPA
2005,Nitrobenzenes by GC/FID,NIOSH
2526,Nitroethane by GC/FID,NIOSH
973.49(E),Nitrogen (Ammonia) in Water,AOAC
973.49(F),Nitrogen (Ammonia) in Water,AOAC
973.5,Nitrogen (Nitrate) in Water,AOAC
991.07,Nitrogen and Phosphorus in Drinking Water,AOAC
507,Nitrogen and Phosphorus Pesticides,USEPA
D5475,Nitrogen and Phosphorus Pesticides in Water,ASTM
I-4650-03,"Nitrogen and Phosphorus, Total, Whole-water, Alkaline Persulfate Digest",USDOI/USGS
IP-5C,"Nitrogen Dioxide - Air, IONCHR",USEPA
IP-5A,"Nitrogen Dioxide - Air, Luminescence",USEPA
IP-5B,"Nitrogen Dioxide - Air, Palmes Tubes",USEPA
D1607,Nitrogen Dioxide in Atmosphere,ASTM
D1608,Nitrogen Dioxide in Atmosphere,ASTM
2.3,Nitrogen Dioxide in the Atmosphere,USEPA
D5176,Nitrogen in Water by Pyrolysis Detection,ASTM
7 (ATM NOX),Nitrogen Oxide from Stationary Sources,USEPA
7A,Nitrogen Oxide from Stationary Sources,USEPA
7B,Nitrogen Oxide from Stationary Sources,USEPA
7C,Nitrogen Oxide from Stationary Sources,USEPA
7D,Nitrogen Oxide from Stationary Sources,USEPA
7E,Nitrogen Oxide from Stationary Sources,USEPA
20,Nitrogen Oxides and Sulfur Dioxide in Air,USEPA
D3608,Nitrogen Oxides in Atmosphere,ASTM
10001,"Nitrogen, Ammonia, Electrode",HACH
10002,"Nitrogen, Ammonia, Electrode, Known Addition",HACH
I-4540-85,"Nitrogen, nitrite, total, in water by colorimetric, diazotization, automated-segmented flow",USDOI/USGS
10208,"Nitrogen, Total Persulfate Digestion Method",HACH
633.1,Nitrogen-Containing Pesticides in Water,USEPA
2507,Nitroglycerin GC/ECD,NIOSH
8332,Nitroglycerine by HPLC,USEPA
2527,Nitromethane GC/ECD,NIOSH
PMD-NTP(TIT1),Nitrophenols by Titration,USEPA
PMD-NTP(TIT2),Nitrophenols by Titration,USEPA
2522,Nitrosamine by GC/TEA,NIOSH
8070,Nitrosamines by Gas Chromatography,USEPA
8070A,Nitrosamines by Gas Chromatography,USEPA
607,Nitrosamines in Wastewater by GC,USEPA
6600,Nitrous Oxide by Infrared Spectrophotometry,NIOSH
985.23,N-Methylcarb. Insecticide/Metabolite Residue,AOAC
991.06,N-Methylcarb.s in Drinking Water,AOAC
975.4,N-Methylcarbamate Insecticide Residues,AOAC
8318(S),n-Methylcarbamates by HPLC,USEPA
8318(W),n-Methylcarbamates by HPLC,USEPA
531.1,N-Methylcarbamates in Water by HPLC,USEPA
TO-7,N-Nitrosodimethylamine in Air,USEPA
50APP-F,NO2 in Atmosphere - Chemiluminescense,USEPA
160.2,Non-Filterable Residue - TSS,USEPA
8015B,Non-Halogenated Organics Using GC/FID,USEPA
8015A,Non-Halogenated Volatile Organics,USEPA
5540-D,Nonionic Surfactants as CTAS,APHA
TO-12,Non-Methane Organic in Ambient Air,USEPA
25C,Nonmethane Organics in Landfill Gases,USEPA
5F,Non-Sulfate Particulate Matter in Air,USEPA
5B,Nonsulfuric Acid Particulate Matter,USEPA
5560-B,Non-Volatile and Volatile Organic Acids,APHA
8321,Non-Volatile Compounds by HPLC,USEPA
8325(CRT),Non-Volatile Compounds by HPLC/PB/MS,USEPA
8325(DSK),Non-Volatile Compounds by HPLC/PB/MS,USEPA
8325(LLE),Non-Volatile Compounds by HPLC/PB/MS,USEPA
8321A,Non-Volatile Compounds by HPLC/TS/MS,USEPA
3500-SE(G),Nonvolatile Organic Selenium in Water,APHA
PMD-NOB,Norbormide by UV Spectroscopy,USEPA
430.2,NTA by Automated Colorimetric Analysis,USEPA
430.1,NTA by Manual Colorimetric Determination,USEPA
TO-4,O-C Pesticides and PCB - Ambient Air,USEPA
D1292,Odor in Water,ASTM
2150,Odor in Water by Threshold Testing,APHA
140.1,Odor in Water Using a Consistent Series,USEPA
1652,Oil and Grease,USEPA
D3921,Oil and Grease and Petroleum Hydrocarbons,ASTM
C-005-1,Oil and Grease by Extraction/Gravimetry,USEPA
5520-B,Oil and Grease by Gravimetric Analysis,APHA
5520-D,Oil and Grease by Gravimetric Analysis,APHA
5520-C,Oil and Grease by Infrared Spectroscopy,APHA
D4281(A),Oil and Grease by Liquid-Liquid Extraction,ASTM
D4281(B),Oil and Grease by Soxhlet Extraction,ASTM
9071A,Oil and Grease in Sludge and Sediment,USEPA
8005,Oil and Grease in Water,HACH
D5462,On-Line Measurement of Low Level DO,ASTM
9 (OPACITY),Opacity of Air Emissions,USEPA
203C,Opacity of Emission - Instantaneous Regs.,USEPA
203B,Opacity of Emission - Time Exception Regs.,USEPA
D1941,Open Channel Flow Measurement by Flume,ASTM
D4408,Open-Channel Flow by Acoustic Means,ASTM
D4409,Open-Channel Flow by RECM,ASTM
D5389,Open-Channel Flow Measurement by Acoustic Velocity Meter,ASTM
D3858,Open-Channel Flow Measurement by Area,ASTM
D5390,Open-Channel Flow Measurement by Palmer-Bowlus Flumes,ASTM
D5243,Open-Channel Flow of Water at Culverts,ASTM
HERL_001,Organchlorine Pesticides in Tissue,USEPA
OM500R,Organic Acids in Mixed Hazard Waste by LC/MS,USDOE/ASD
MC_PEST(S),Organic Analysis For Pesticides/Aroclors,USEPA
MC_PEST(W),Organic Analysis For Pesticides/Aroclors,USEPA
EPA_CLP_ORG,Organic Analytical Services provided under the EPA Contract Lab Program,USEPA
PMD-AS(TIT4),Organic Arsenic by Digestion and Titration,USEPA
973.47,Organic Carbon in Water,AOAC
8000A,Organic Compounds by Gas Chromatography,USEPA
8000B,Organic Compounds by Gas Chromatography,USEPA
D4128,Organic Compounds in Water by GC/MS,ASTM
1649,Organic Halides by Coulometry,USEPA
1648,Organic Halides by Neutron Activation,USEPA
1650,Organic Halides in Water,USEPA
D4744,Organic Halides in Water,ASTM
5110,Organic Phase Vapor Pressure in Waste,USEPA
3H-03,Organically Labeled Tritium,USDOE/EML
OHC,"Organics Analysis, Multi-Media, Hi-Conc",USEPA
6040-B,Organics by Closed Loop Stripping,APHA
D4763,Organics by Fluorescence Spectroscopy,ASTM
1018,Organics by GC/FID,NIOSH
2540,Organics by HPLC/UV,NIOSH
SFSAS_29,Organics in Biological Tissue,USEPA
SFSAS_6,Organics in Fish,USEPA
SFSAS_16,Organics in Sediment,USEPA
625-S,Organics in Sludge - Base/Neutral and Acid,USEPA
624-S,Organics in Sludge - Volatiles,USEPA
525.1,Organics in Water by Gas Chromatography,USEPA
525.2,Organics in Water by Gas Chromatography,USEPA
6040-C,Organics in Water by Purge and Trap GC,APHA
974.22,Organo Pesticide Residue - Carbon Column,AOAC
968.24,Organo Pesticide Residue - Sweep Codist.,AOAC
985.22,Organo Pesticide Residues - GC,AOAC
970.52,Organo Pesticide Residues - Multiresidue,AOAC
O5104,Organochlorine and -phosphorous in Solid,USDOI/USGS
O7104,Organochlorine and -phosphorous in Solid,USDOI/USGS
O3104,Organochlorine and -phosphorous in Water,USDOI/USGS
O9104,Organochlorine Compounds in Fish Tissue,USDOI/USGS
972.05,Organochlorine Pesticide Contamination,AOAC
990.06,Organochlorine Pesticide in Water by GC,AOAC
984.21,Organochlorine Pesticide Residues in Fats,AOAC
983.21,Organochlorine Pesticide/PCB Residues,AOAC
IP-8,Organochlorine Pesticides - Indoor Air,USEPA
8081,Organochlorine Pesticides and PCBs,USEPA
8081(S),Organochlorine Pesticides and PCBs,USEPA
8081(W),Organochlorine Pesticides and PCBs,USEPA
608,Organochlorine Pesticides and PCBs by GC,USEPA
8081A,Organochlorine Pesticides and PCBs by GC,USEPA
8081A(SNB),Organochlorine Pesticides and PCBs by GC,USEPA
8081A(SWB),Organochlorine Pesticides and PCBs by GC,USEPA
8081A(WNB),Organochlorine Pesticides and PCBs by GC,USEPA
8081A(WWB),Organochlorine Pesticides and PCBs by GC,USEPA
TO-10,Organochlorine Pesticides in Air,USEPA
608.1,Organochlorine Pesticides in Wastewater,USEPA
608.2,Organochlorine Pesticides in Wastewater,USEPA
D3086,Organochlorine Pesticides in Water,ASTM
6630-B,Organochlorine Pesticides in Water by GC,APHA
6630-C,Organochlorine Pesticides in Water by GC,APHA
6630-D,Organochlorine Pesticides in Water by GC,APHA
211.1,Organochlorine Residues for Fatty Foods,USFDA
505,Organohalide Pesticides and PCB in Water,USEPA
617,Organohalide Pesticides and PCBs,USEPA
D5175,Organohalide Pesticides and PCBs by GC,ASTM
1656(ECD),Organohalide Pesticides in Wastewater,USEPA
1656(HSD),Organohalide Pesticides in Wastewater,USEPA
633,Organonitrogen Pesticides in Wastewater,USEPA
970.53,Organophos. Pesticide Residues - Sweep Osc.,AOAC
231.1,Organophosphorous Residue for Fatty Food,USFDA
8141,Organophosphorus Compounds by Gas Chromatography: Capillary Column Technique,USEPA
8141(S),Organophosphorus Compounds in Soil by GC,USEPA
8141A(S),Organophosphorus Compounds in Soil by GC,USEPA
8141(W),Organophosphorus Compounds in Water,USEPA
8141A(W),Organophosphorus Compounds in Water,USEPA
8140,Organophosphorus Pesticides by GC,USEPA
5600,Organophosphorus Pesticides by GC/FPD,NIOSH
614,Organophosphorus Pesticides I,USEPA
614.1,Organophosphorus Pesticides II,USEPA
622,Organophosphorus Pesticides III by GC,USEPA
P-006-1,Organophosphorus Pesticides in Soil,USEPA
1657,Organophosphorus Pesticides in Water,USEPA
P-005-1,Organophosphorus Pesticides in Water,USEPA
PMD-TLC(OTP),Organothiophosphates by TLC,USEPA
5504,Organotin Compounds (as Sn) by HPLC/GFAA,NIOSH
365.5,Orthophosphate in Water by Colorimetry,USEPA
365.6,Orthophosphate in Wet Deposition,IL/SWSD
I1602,Orthophosphate plus Hydrolyzable Phosphorous,USDOI/USGS
I1601,Orthophosphate-Phosphorus by Colorimetry,USDOI/USGS
I2598,Orthophosphate-Phosphorus by Colorimetry,USDOI/USGS
I2601,Orthophosphate-Phosphorus by Colorimetry,USDOI/USGS
PMD-ORY,Oryazlin by UV Spectroscopy,USEPA
252.1,Osmium by FLAA,USEPA
252.2,Osmium by GFAA,USEPA
7550,Osmium in Various Matrices by FLAA,USEPA
3500-OS,Osmium in Water by FLAA,APHA
5021,o-Terphenyl by Gas Chromatography,NIOSH
PMD-OVO,Ovex by IR Spectroscopy,USEPA
PMD-OXB,Oxamyl by HPLC,USEPA
D1498,Oxidation-Reduction Potential for Water,ASTM
2580,Oxidation-Reduction Potential of Water,APHA
973.45,Oxygen (Dissolved) in Water,AOAC
3A,Oxygen and Carbon Dioxide in Air,USEPA
6601,Oxygen by Electrochemical Sensor,NIOSH
2350-D,Ozone Demand or Requirement of Water- Batch Method,APHA
2350-E,Ozone Demand or Requirement of Water- Semi-Batch Method,APHA
D5149,Ozone in Atmosphere - Chemiluminescence,ASTM
1AP73-7,Ozone in the Atmosphere,ENV/CANADA
50APP-D,Ozone in the Atmosphere,USEPA
8311,Ozone in Water,HACH
8275A,PAHs and PCBs in Soils/Wastes: TE/GC/MS,USEPA
PAH-002,PAHs in Water by GC/FID,USEPA
D4657,PAHs in Water by HPLC/UV,ASTM
253.1,Palladium by FLAA,USEPA
253.2,Palladium by GFAA,USEPA
3500-PD,Palladium in Water,APHA
HERL_012,para-Nitrophenol in Urine,USEPA
PMD-PAP,Paraquat by HPLC,USEPA
5003,Paraquat by HPLC/UV,NIOSH
PMD-PAR(LC),Parathion by HPLC,USEPA
PMD-PAR(GC),Parathion in Carbaryl by GC/FID,USEPA
2560-B,Particle Counting by Electrical Sensing,APHA
2560-C,Particle Counting by Light-Blockage,APHA
2560-D,Particle Counting by Light-Scattering,APHA
D422,Particle-Size Analysis of Soils,ASTM
108,Particulate and Gaseous Arsenic,USEPA
17,Particulate Emissions in Air,USEPA
5,Particulate Emissions in Air,USEPA
5A,Particulate Emissions in Air,USEPA
5D,Particulate Emissions in Air,USEPA
5E,Particulate Emissions in Air,USEPA
5G,Particulate Emissions in Air,USEPA
5H,Particulate Emissions in Air,USEPA
2530-B,Particulate Floatables in Water,APHA
2.1 (PART.PM10),Particulate Matter as PM10 in Atmosphere,USEPA
2.11,Particulate Matter as PM10 in Atmosphere,USEPA
D1704,Particulate Matter in Atmosphere,ASTM
508A,PCB Screen by Perchlorination and GC,USEPA
990.07,PCBs (Aroclor 1254) in Serum by GC,AOAC
PCB-005,PCBs and Pesticide in Soil,USEPA
8082(S),PCBs as Aroclors by Capillary Column GC,USEPA
8082(W),PCBs as Aroclors by Capillary Column GC,USEPA
HERL_020,PCBs in Adipose Tissue,USEPA
HERL_017,PCBs in Human Milk by Macro Method,USEPA
HERL_018,PCBs in Human Milk by Micro Method,USEPA
OP100R,PCBs in Radioactive Wastes Using GC-ECD,USDOE/ASD
PCB-009,PCBs in Soil and Oil,USEPA
PCB-006,PCBs in Soil as Decachlorobiphenyl by GC,USEPA
OG100R,PCBs in Solid Radioactive Wastes,USDOE/ASD
SFSAS_2,PCBs in Transformer Fluid and Waste Oil,USEPA
PCB-003,PCBs in Water,USEPA
D3534(ECD),PCBs in Water by Gas Chromatography,ASTM
D3534(ELCD),PCBs in Water by Gas Chromatography,ASTM
DIOX(O),PCDD and PCDF in Chemical Waste by CGC/MS,USEPA
DIOX(S),PCDD and PCDF in Soil by CGC/MS,USEPA
DIOX(W),PCDD and PCDF in Water by CGC/MS,USEPA
1RM-19,PCDDs and PCDFs,ENV/CANADA
23,PCDDs and PCDFs in Air Emissions,USEPA
2014,p-Chlorophenol by HPLC/UV,NIOSH
PMD-PAD(GC),p-Dichlorobenzene by GC,USEPA
PMD-PAD(IR),p-Dichlorobenzene by IR Spectroscopy,USEPA
1673,PEG-600 by Derivatization and HPLC,USEPA
PMD-PIX,Pendimethalin by GC/TCD,USEPA
2517,Pentachloroethane by GC/ECD,NIOSH
HERL_006,Pentachlorophenol and Salts in Urine,USEPA
PMD-PCP(GC),Pentachlorophenol by GC/FID,USEPA
PMD-PCP(LC),Pentachlorophenol by HPLC,USEPA
5512,Pentachlorophenol by HPLC/UV,NIOSH
HERL_005,Pentachlorophenol in Blood,USEPA
8001,Pentachlorophenol in Blood by GC/ECD,NIOSH
O-001-1,Pentachlorophenol in Soil,USEPA
O-008-1,Pentachlorophenol in Soil by GC/ECD,USEPA
8303,Pentachlorophenol in Urine by GC/ECD,NIOSH
5032,Pentamidine Isethionate by HPLC,NIOSH
314,Perchlorate in Drinking Water using Ion Chromatography,USEPA
CTM-010,Perchloroethylene of Wet Waste Materials,USEPA
B3545,Periphyton Enumberation- Inverted-Microscope Method,USDOI/USGS
B3501,Periphyton Enumberation- Sedgwick-Rafter Method,USDOI/USGS
B3520,Periphyton- Gravimetric Method for Biomass Determination,USDOI/USGS
10300-D,Periphyton Primary Productivity,APHA
10300-C,Periphyton Sample Analysis,APHA
SFSAS_24,Permeability of Cohesionless Soil,USEPA
SFSAS_25,Permeability of Soil,USEPA
SFSAS_28,Permeability of Soil Using Constant-Head,USEPA
SFSAS_26,Permeability of Soil with Back Pressure,USEPA
SFSAS_27,Permeability of Soil with Consolidometer,USEPA
4500-N-C,Persufate Method for Total Nitrogen,APHA
4500-P-J,Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,APHA
4500-N-C,Persulfate Method for Total Nitrogen,APHA_SM20ED
4500-N-C,Persulfate Method for Total Nitrogen,21CABCH_WQX
1618,Pesticides and Herbicides,USEPA
HERL_010,Pesticides and Metabolites in Tissue,USEPA
992.14,Pesticides and Metabolites in Water,AOAC
680,Pesticides and PCBs,USEPA
8080A,Pesticides and PCBs,USEPA
D4861,Pesticides and PCBs,ASTM
HERL_016,Pesticides in Air,USEPA
HERL_004,Pesticides in Blood or Serum,USEPA
HERL_026,Pesticides in Human Tissue and Milk,USEPA
HERL_003,Pesticides in Tissue and Human Milk,USEPA
O-1126-95,Pesticides in Water by C-18 Solid-Phase Extraction and GC-MS,USDOI/USGS
O-1131-95,Pesticides in Water by Solid Phase Extraction and High Performance Liquid Chromatography (HPLC),USDOI/USGS
150.1,pH,USEPA
150.2,pH by Continuous Monitoring,USEPA
150.2_M,pH in Industrial Waste Materials,USEPA
D4980(B),pH in Waste - pH Meter,ASTM
D4980(A),pH in Waste - pH Paper,ASTM
4500-H,pH in Water,APHA
8156,pH in Water,HACH
9040A,pH in Water by Electrometric Measurement,USEPA
4500-H+B,"pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",APHA
M-02-PH,pH Measurements,USDOE/EML
D5015,pH of Atmosphere,ASTM
973.41,pH of Water,AOAC
D1293(A),pH of Water By Precise Lab Measurement,ASTM
D1293(B),pH of Water By Routine Measurement,ASTM
D5128,pH of Water of Low Conductivity,ASTM
D5464(A),pH of Water of Low Conductivity,ASTM
D5464(B),pH of Water of Low Conductivity,ASTM
150.6,pH of Wet Deposition - pH Meter,IL/SWSD
60-21A,pH Reading of Saturated Soil Paste,USDA
